Date,sp500EPS
2017-12-01,109.8696907
2018-01-01,111.7260713
2018-02-01,113.5667506
2018-03-01,115.4536523
2018-04-01,117.7820684
2018-05-01,120.1196087
2018-06-01,122.4699867
2018-07-01,125.1070309
2018-08-01,127.7523469
2018-09-01,130.4044944
2018-10-01,131.0804706
2018-11-01,131.7479439
2018-12-01,132.4038164
2019-01-01,133.030102
2019-02-01,133.731068
2019-03-01,134.4189837
2019-04-01,134.6846011
2019-05-01,134.9744681
2019-06-01,135.2442677
2019-07-01,134.4753142
2019-08-01,133.7101984
2019-09-01,132.8948307
2019-10-01,135.1034483
2019-11-01,137.2634836
2019-12-01,139.453468
2020-01-01,131.7604502
2020-02-01,124.0465556
2020-03-01,116.3328947
2020-04-01,110.6119343
2020-05-01,104.9464414
2020-06-01,99.22211569
2020-07-01,98.87854501
2020-08-01,98.56756757
2020-09-01,98.20601109
2020-10-01,96.8470255
2020-11-01,95.50565124
2020-12-01,94.12404483
2021-01-01,105.4991657
2021-02-01,116.8300241
2021-03-01,128.2134426
2021-04-01,138.4084225
2021-05-01,148.5864528
2021-06-01,158.7449438
2021-07-01,164.2963102
2021-08-01,169.8135722
2021-09-01,175.3664694
2021-10-01,182.8909389
2021-11-01,190.3503263
2021-12-01,197.8319932
2022-01-01,197.9151882
2022-02-01,197.8581624
2022-03-01,197.8940964
2022-04-01,196.0401786
2022-05-01,194.1547333
2022-06-01,192.2559172
2022-07-01,190.5372625
2022-08-01,188.7680436
2022-09-01,187.1000972
2022-10-01,182.2920744
2022-11-01,177.5029452
2022-12-01,172.7320088
2023-01-01,173.5609115
2023-02-01,174.3452991
2023-03-01,175.1350397
2023-04-01,177.1151697
2023-05-01,179.100216
2023-06-01,180.9816743
2023-07-01,182.0710824
2023-08-01,183.205298
2023-09-01,184.2498955
2023-10-01,186.9613696
2023-11-01,189.70906
2023-12-01,192.4045175
2024-01-01,192.1027589
2024-02-01,191.7352716
2024-03-01,191.3608438
2024-04-01,191.4073381
2024-05-01,191.4157221
2024-06-01,191.4023876
2024-07-01,191.4219235
2024-08-01,191.4078498
